employee_id,role,skill_level,gender,age_group,job_level,company_scope,work_location,remote_policy,remote_access_score,remote_flexibility_score,compensation_satisfaction,career_growth_score,work_life_balance_score,sense_of_belonging_score,team_cohesion_score,values_alignment_score,engagement_score,manager_support_score,communication_effectiveness,participates_in_team_events,uses_collab_tools_frequently,stress_level_score,family_life_impact_score,daily_work_hours,weekly_work_hours,overtime_hours_weekly,commute_time_minutes,promotion_received,salary_increase_received,tenure_years,tenure_level,intention_to_leave,actual_turnover,joined_remote_company,current_monthly_salary_eur,expected_monthly_salary_eur,international_offer_salary_eur,salary_gap_eur,salary_gap_percent,benefits_satisfaction_score,health_benefits_score,pension_benefits_score,bonus_satisfaction_score,training_budget_satisfaction,perceived_international_pay_advantage,long_term_stay_intention_score
EMP279,Project Manager,Senior,Female,40-49,Junior,International,Lithuania,Mostly On-site,2.7,1.7,2.9,1.6,2.6,3.8,4.3,2.6,3.9,4.6,2.6,Yes,No,2.3,2.1,8.7,43.5,3.5,29.0,No,Yes,1.0,1-3 years,No,Stayed,No,1842.24,2465.19,2365.95,523.71,28.4,4.3,4.9,2.7,4.3,4.2,2.9,4.4
EMP280,Research Specialist,Mid,Male,20-29,Manager,Local,Lithuania,Mostly On-site,1.1,2.3,2.0,3.0,1.9,4.6,2.9,4.5,3.8,4.1,4.4,Yes,Yes,2.7,2.4,9.0,44.8,4.8,13.0,No,Yes,4.5,4-6 years,No,Stayed,No,4462.16,4275.07,4940.65,478.49,10.7,4.7,3.2,2.7,2.0,3.1,4.1,5.0
EMP281,Project Manager,Senior,Male,20-29,Mid,Local,Lithuania,Mostly On-site,2.6,2.8,4.1,2.2,3.2,4.1,3.9,3.8,3.7,3.2,3.3,Yes,No,4.6,2.3,8.2,40.9,0.9,54.0,No,Yes,1.5,1-3 years,No,Stayed,No,3328.86,4434.31,4690.43,1361.57,40.9,2.7,1.9,4.0,3.4,3.0,3.6,4.0
EMP282,Research Specialist,Senior,Male,40-49,Senior,Local,Lithuania,Hybrid,3.9,3.6,1.7,3.7,2.3,5.0,4.8,3.5,3.6,3.7,3.2,No,No,2.7,3.4,7.9,39.7,0.0,14.0,No,No,4.1,4-6 years,No,Left,Yes,4360.11,4859.93,6222.83,1862.72,42.7,2.1,3.4,3.6,3.0,2.8,5.0,3.5
EMP283,Energy Analyst,Senior,Male,20-29,Mid,International,Lithuania,Hybrid,3.2,3.5,4.0,3.1,4.2,4.8,4.1,3.2,3.4,3.6,2.8,Yes,No,3.2,3.9,8.2,40.8,0.8,41.0,No,No,4.2,4-6 years,No,Stayed,No,3086.67,2999.45,3866.01,779.33,25.2,3.3,3.9,4.9,4.1,3.7,3.6,4.0
EMP284,Engineer,Senior,Male,40-49,Senior,International,Lithuania,Full Remote,4.5,4.6,4.0,1.8,3.9,2.4,2.4,3.3,3.0,2.1,3.3,No,No,2.2,4.2,8.2,41.2,1.2,6.0,Yes,Yes,5.6,4-6 years,No,Stayed,No,3907.55,4611.22,4566.63,659.08,16.9,3.5,3.9,2.8,3.7,3.8,3.5,4.9
EMP285,Research Specialist,Senior,Male,30-39,Executive,International,Lithuania,Hybrid,3.7,3.6,4.5,1.9,3.6,4.2,5.0,3.3,3.5,4.0,3.7,No,No,2.6,3.7,7.9,39.5,0.0,17.0,Yes,Yes,2.1,1-3 years,No,Stayed,No,7616.12,7745.61,10142.24,2526.12,33.2,4.1,4.1,4.2,3.0,4.5,3.5,5.0
EMP286,Engineer,Senior,Male,40-49,Senior,International,Outside Lithuania,Full Remote,5.0,4.3,4.1,3.0,4.3,4.1,2.5,4.6,2.4,2.6,2.8,No,Yes,2.9,3.7,8.8,43.8,3.8,4.0,No,Yes,5.0,4-6 years,No,Left,No,5109.02,5270.35,6016.63,907.61,17.8,5.0,4.0,3.7,3.0,4.2,3.9,5.0
EMP287,Energy Analyst,Expert,Female,40-49,Senior,Local,Lithuania,Hybrid,4.7,3.2,4.1,2.6,3.8,3.9,4.2,3.5,3.0,3.1,2.8,Yes,Yes,2.9,2.8,8.3,41.5,1.5,22.0,No,Yes,3.8,1-3 years,No,Stayed,No,4381.22,5433.93,6227.18,1845.96,42.1,4.2,3.9,2.9,3.8,3.8,3.6,4.5
EMP288,Project Manager,Expert,Male,20-29,Mid,Local,Lithuania,Hybrid,4.1,2.2,3.1,3.3,2.5,4.1,3.7,3.0,3.0,2.6,3.9,Yes,Yes,3.9,1.5,7.9,39.4,0.0,41.0,No,Yes,4.8,4-6 years,No,Stayed,No,3733.55,4278.67,6339.43,2605.88,69.8,2.2,4.1,3.7,2.5,2.6,4.7,2.0
EMP289,Research Specialist,Senior,Female,30-39,Mid,International,Lithuania,Full Remote,4.7,3.8,3.0,3.0,4.2,2.6,2.7,3.4,3.2,3.4,3.2,No,No,2.2,4.2,8.9,44.7,4.7,1.0,Yes,Yes,2.6,1-3 years,No,Stayed,No,3345.5,3639.3,4445.93,1100.43,32.9,3.8,4.0,3.0,3.7,4.0,3.3,3.7
EMP290,Research Specialist,Senior,Male,40-49,Mid,Local,Lithuania,Hybrid,4.1,2.9,4.1,1.3,3.6,4.3,3.1,3.3,4.1,4.1,4.7,Yes,Yes,2.7,2.7,8.2,40.9,0.9,10.0,No,No,4.5,4-6 years,No,Stayed,No,3118.97,3948.6,5387.92,2268.95,72.7,3.8,3.9,4.4,3.3,3.6,4.1,3.9
EMP291,Research Specialist,Mid,Male,30-39,Mid,International,Lithuania,Full Remote,3.2,4.4,3.0,3.4,3.0,3.1,2.7,2.9,3.1,3.1,3.5,Yes,No,2.6,4.4,8.2,40.9,0.9,3.0,No,Yes,4.9,4-6 years,No,Stayed,No,2854.39,3018.19,3395.48,541.09,19.0,4.6,4.4,4.5,3.7,4.4,4.5,4.5
EMP292,Research Specialist,Senior,Female,20-29,Mid,International,Lithuania,Full Remote,3.6,4.6,2.2,2.4,4.1,2.0,2.6,3.7,4.0,3.8,3.0,Yes,No,2.0,4.4,8.8,43.9,3.9,0.0,No,Yes,3.5,1-3 years,Yes,Stayed,No,2816.72,3852.52,3634.43,817.71,29.0,4.1,4.6,3.6,4.8,4.1,3.0,3.4
EMP293,Research Specialist,Senior,Male,20-29,Senior,Local,Lithuania,Mostly On-site,2.2,2.4,4.9,3.2,1.6,3.5,4.1,3.8,3.5,3.6,3.7,Yes,Yes,3.5,3.1,8.5,42.7,2.7,98.0,No,Yes,4.7,4-6 years,No,Stayed,No,5800.69,7125.56,9582.81,3782.12,65.2,2.8,2.1,3.0,4.2,3.1,3.5,3.9
EMP294,Energy Analyst,Expert,Male,50+,Mid,Local,Lithuania,Hybrid,3.8,2.6,3.5,2.4,2.8,3.8,3.2,4.3,4.7,3.3,4.6,Yes,Yes,1.3,3.5,7.2,35.9,0.0,3.0,No,No,5.8,4-6 years,No,Stayed,No,2143.03,2752.24,2500.59,357.55,16.7,2.7,3.8,2.7,2.4,2.0,3.9,4.6
EMP295,Project Manager,Senior,Male,30-39,Senior,International,Lithuania,Full Remote,5.0,4.1,2.8,2.2,4.1,3.1,3.3,4.0,3.0,3.5,3.3,No,Yes,1.8,4.0,8.2,41.0,1.0,3.0,No,Yes,5.2,4-6 years,No,Stayed,No,4638.52,4925.98,6135.53,1497.01,32.3,3.0,4.6,3.6,3.8,4.2,4.2,3.8
EMP296,Project Manager,Mid,Female,30-39,Junior,Local,Lithuania,Hybrid,3.9,4.6,3.2,2.9,4.0,4.8,4.1,2.8,4.4,3.7,3.3,Yes,Yes,2.4,3.9,7.6,37.8,0.0,23.0,No,Yes,3.9,1-3 years,No,Stayed,No,2319.78,3339.25,4315.08,1995.3,86.0,3.3,3.3,2.8,2.8,2.2,4.2,3.5
EMP297,Engineer,Expert,Male,40-49,Manager,Local,Lithuania,Mostly On-site,1.0,1.7,4.8,2.7,2.0,3.8,3.5,2.7,3.5,1.9,4.2,Yes,Yes,3.0,2.5,7.1,35.3,0.0,44.0,No,No,2.6,1-3 years,No,Stayed,No,5995.62,7072.45,9157.32,3161.7,52.7,2.8,3.9,3.7,3.3,2.3,5.0,4.6
EMP298,Research Specialist,Senior,Male,40-49,Senior,International,Lithuania,Full Remote,3.8,4.4,3.6,3.1,3.9,3.0,1.9,3.5,3.6,3.0,3.0,Yes,Yes,1.7,5.0,8.8,43.8,3.8,12.0,No,No,4.0,1-3 years,No,Stayed,No,4992.06,5594.12,5943.46,951.4,19.1,4.0,4.7,3.3,4.3,3.6,4.3,5.0
EMP299,Energy Analyst,Senior,Male,50+,Mid,Local,Lithuania,Hybrid,4.1,3.9,2.8,2.8,4.4,4.2,5.0,4.4,3.0,3.3,3.0,No,No,4.2,3.2,7.4,37.2,0.0,20.0,No,Yes,4.5,4-6 years,No,Stayed,No,2758.51,2968.44,4660.55,1902.04,69.0,2.1,2.4,2.9,2.9,2.1,5.0,2.9
EMP300,Energy Analyst,Senior,Female,20-29,Senior,International,Lithuania,Full Remote,5.0,4.6,3.8,3.0,4.2,3.9,3.2,4.4,3.1,3.8,3.2,Yes,Yes,3.7,3.7,7.1,35.3,0.0,0.0,No,Yes,6.1,4-6 years,No,Stayed,No,4456.87,5497.51,5783.94,1327.07,29.8,4.8,5.0,3.8,3.5,3.6,4.0,4.5
